,城市,City,Household Registered Population at Year-end (10 000 persons),Annual Average Population (10 000 persons),Number of Households at Year-end (10 000 households),Birth Population (person),Death Population (person),Natural Growth Rate(%),Total Land Area of Administrative region （sq.km）,Total Water Resources （10 000 cu.m）,Area of Land Used for Urban Construction (sq.km),Area of Land Used for Living,Land Used for Urban Construction as Percentage to Urban Area (%),Area of Green Land (hectare),Area of Parks Green Land,Green Covered Area as % of Built-up Area (%),Volume of Industrial Waste Water Discharged (10 000 tons),Volume of Industrial Sulphur Dioxide Emission (ton),Volume of Industrial Nitrogen Dioxide Emission (ton),Volume of Industrial  Soot(dust) Emission (ton),Ratio of Industrial Solid Wastes Comprehensively Utilized (%),Annual Mean Concentration ofPM2.5 (ug/m3),Ratio of waste Water Centralized Treated of Sewage Work (%),Ratio of Consumption Wastes Treated (%),Gross Regional Product (Current Prices) (100 000 yuan),Per Capita GRP (yuan),GRP Growth Rate (%),Primary Industry as Percentage to GRP,Secondary Industry as Percentage to GRP,Tertiary Industry as Percentage to GRP,Local General public budget revenue,Local General public budget Expenditure,Expenditure for Science and Technology,Expenditure for Education,Local General public budget revenue.1,Local General public budget Expenditure.1,Expenditure for Science and Technology.1,Expenditure for Education.1,Deposits of National Banking System at Year-end,Household Saving Deposits at Year-end,Loans of National Banking System at Year-end,Investment in Real Estate Development,Residential Buildings,Sales Area of Commercial Residential Building,Residential Buildings.1,Area for Sale,Import Volumeof goods (10 OOOyuan),Number of Projects for Contracted Foreign Direct Investment (unit),Amount of Foreign Capital Actually Utilized (USD 10000),Number of Industrial Enterprises,Domestic Funded,"Enterprises with Funds from Hong Kong, Macao and Taiwan",Foreign Funded Enterprises,Total Current Assets,Total Fixed Assets,Tax and Extra Charges from Principal Business,Value-added Tax Payable,Total Profits,Total Retail Sales of Consumer Goods (10 000 yuan),Number of Enterprises above Designated Size of Wholesale and Retail Trades (Number of Legal Entities) (unit),Total Sales of Commodities of Enterprises above Designated Size in Wholesale and Retail Trades (10 000 yuan),R&D Personnel (Person),R&D Internal Outlay (10 000 yuan),Number of Patent Applications (piece),Number of Patent Authorizations (piece),Invention (piece),Persons Employed in Urban Units at Ycar-end,Persons Employed in Private Enterprises and Self-Employed Individuals in Urban Areas,Registered Unemployed Persons in Urban Areas,Primary Industry,Secondary Industry,Tertiary Industry,Primary Industry.1,Secondary Industry.1,Tertiary Industry.1,Primary Industry.2,Secondary Industry: Mining,Unnamed: 87,Manufacturing,"Production and Distribution of Electricity, Gas and Water",Construction,Wholesale and Retail Trades,"Traffic,Transport, Storage and Post",Hotels and Catering Services,"Information Transmission, Computer Services and Software",Financial Intermediation,Unnamed: 103,Real Estate,Leasing and Business Services,Scientific Research and Technical Service,"Management of Water Conservancy, Environment",Services to Households and Other Services,Education,Health and Social Work,"Culture, Sports and Entertainment","Public Management, Social Security and Social Organization",Average Number of Employed Staff and Workers (10 000 persons),Total Wage Bill of Employed Staff and Workers (10 000 yuan),Average Wage of Employed Staff and Workers (yuan),Regular Institutions of Higher Education,Vocational Secondary Schools,Regular Secondary Schools,Regular Primary Schools,Regular Institutions of Higher Education.1,Vocational Secondary Schools.1,Regular Secondary Schools.1,Regular Primary Schools.1,Undergraduate in Regular HEIs,Vocational Secondary Schools.2,Regular Secondary Schools.2,Regular Primary Schools.2,Collections of Public Libraries (10 000 copies),Number of Museums (unit),Number of Stadiums and Gymnasiums (unit),Number of Hospitals (unit),Number of Beds of Hospitals (bed),Number of Licensed (Assistant) Doctors (person),Number of Employees Joining Urban Basic Pension Insurance,Number of Employees Joining Urban Basic Medical Care System,Persons Covered of Unemployment Insurance,Investment in Municipal Public Infrastructure Construction （10 000 yuan）,Area of City Paved Roads at Year-end （10 000 sq.m）,Length of City Sewage Pipes （km）,Number of Buses and Trolley Buses under Operation at Year-end （unit）,Total Annual Volume of Passengers Transported by Buses and Trolley Buses （10 000 person-times）,Number of Taxis under Operation at Year-end （unit）,Highway Passenger Traffic,Waterway Passenger Traffic,Civil Aviation Passenger Traffic,"Highway Freight Traffic
(10 000 tons)","Waterway Freight Traffic
(10 000 tons)",Civil Aviation Freight Traffic (ton),Revenue from Postal Services (10 000 yuan),Revenue from Telecommunication Services (10 000 yuan),Number of Subscribers of Mobile Telephones at Year-end (10 000 households),Number of Subscribers of Internet Services (10 000 households),Annual Electricity Consumption (10 000 kwh),Electricity Consumption fbr Industrial,Household Electricity Consumption for Urban and Rural Residential,"Total Gas Supply (Coal Gas,Natural Gas) (10 000 cubic meters)",Consumption of Gas for Residential Use,Liquefied Petroleum Gas Supply (ton),Consumption of Liquefied Petroleum Gas fbr Residential Use
205,长沙市,Changsha,729,719,240,98260,48647,6.81,11816,494800,505.0,173.0,23.48,14704.0,4781.0,41.49,3475.0,2723.0,9165.0,5479.0,82.03,48.0,96.61,99.68,110034116,136920,8.52,2.9,42.35,54.75,8797072.0,13007895.0,361871.0,1946010.0,6609947.0,9097509.0,279735.0,1303745.0,186336032,56920847,183608931,15007069,9066397,2387,1974,677,4601922,329,577997,2934,2791,67,76,,,,,,47650415,2085,47993054,96345.0,2658635,41034.0,21188.0,4823.0,1194467,2347700,36877,1090,503391,689986,0.09,42.14,57.77,1090,264,57,268864,8018,226245,72043,42423,28155,22319,71587,68686,50012,33370,51353,11316,5410,112492,76191,22004,91311,111,10330331,93293,51,74,330,937,35441,4829,29504,31605,703519,124806,40,62,1085,17,,232,62042,30793,2531981,2359123,1544478,,4808.0,3420.0,8806.0,68457.0,7840.0,5889.0,10.0,1196,41265.0,2330.0,79932.0,580336.0,1184780.0,1251.0,328.0,3636932,1488684,677938,91676.0,35712.0,68222.0,54885.0
206,永州市,Yongzhou,645,643,203,61741,29926,4.94,22260,1771000,66.0,16.0,2.07,2457.0,662.0,38.32,363.0,3832.0,8114.0,5343.0,78.72,34.0,95.89,100.0,18056499,33035,7.8,16.38,33.69,49.93,1181017.0,4608076.0,52193.0,840460.0,265016.0,802529.0,9388.0,151826.0,22657155,15710430,13530853,1336800,1003828,608,556,575,52918,15,121247,1085,1023,49,13,2335086,3999319,249283,168762,602345,7195457,461,3405397,8169.0,245728,3605.0,1615.0,71.0,321053,693015,16168,3282,104851,212920,1.02,32.66,66.32,3282,1419,16,46315,8250,48867,8281,9524,1394,4325,9687,7096,3704,7472,3548,5452,521,56608,29476,2445,70483,30,1876186,63149,3,37,330,460,1768,3137,22478,28062,29931,63448,34,51,186,3,29,145,28582,13656,575677,401706,311893,44920.0,1185.0,626.0,666.0,12812.0,699.0,7657.0,257.0,25,6467.0,423.0,12.0,52595.0,247274.0,402.0,100.0,921233,465161,146424,2437.0,1990.0,9822.0,8474.0
207,汕尾市,Shanwci,356,355,75,55989,13707,11.88,4865,608000,23.0,10.0,5.46,1136.0,470.0,36.0,426.0,1608.0,3877.0,1110.0,94.0,23.0,92.58,98.64,9203183,30825,8,14.56,44.18,41.26,418320.0,2519210.0,59644.0,498080.0,194084.0,787908.0,44554.0,124775.0,9404610,5013578,4253982,1191062,966880,238,227,26,899937,,10278,246,187,54,5,2676926,,,,207172,6093559,118,1095694,2155.0,69164,3719.0,2485.0,69.0,198311,392185,13358,706,100041,97564,0.36,50.45,49.2,706,306,306,88683,2172,8880,6255,4983,1394,3876,5121,1844,2662,2997,720,1959,2028,28076,10887,987,25619,19,1199083,63110,1,15,164,452,372,998,13817,15843,6562,15363,17,26,77,6,13,35,7010,5316,620143,326329,225015,116968.0,518.0,309.0,652.0,1497.0,260.0,1348.0,,,2870.0,10.0,,62897.0,183839.0,239.0,61.0,568315,209801,120638,661.0,218.0,2697.0,2697.0
208,绵阳市,Mianyang,536,537,206,49827,37377,2.32,20248,1381300,158.0,44.0,5.74,5839.0,1680.0,40.02,1428.0,6970.0,10085.0,12185.0,97.81,45.0,94.66,100.0,23038214,47538,9,13.08,40.34,46.58,1245419.0,4081461.0,255424.0,618810.0,558425.0,1026633.0,75702.0,187263.0,38487844,22426230,21672468,2045406,1530158,589,481,115,1944370,,28975,1003,972,16,15,14660396,6326765,219536,746231,1187974,11494767,454,9003112,36944.0,1523706,10486.0,6651.0,1365.0,505541,,21999,680,229466,275395,0.13,45.39,54.48,680,308,,105772,14213,109173,12996,11026,4202,8953,23813,17409,12588,8794,38609,7202,2465,59670,29652,2863,52562,46,3600890,78266,,23,219,409,,1716,21114,13613,,42194,24,28,213,14,16,117,25937,12838,1263075,714281,380423,640431.0,2545.0,2827.0,1284.0,25122.0,2561.0,3594.0,15.0,394,7521.0,,23829.0,55372.0,364905.0,596.0,168.0,1181301,601780,169752,52041.0,17033.0,2957.0,2809.0
209,滁州市,Chuzhou,454,454,140,68606,55622,2.86,13516,625400,90.0,26.0,6.4,4605.0,773.0,41.35,,,,,,50.0,96.49,99.43,18017496,43999,9.1,12.25,51.62,36.13,1992772.0,4059925.0,109182.0,714530.0,765210.0,1169496.0,41042.0,195291.0,25567155,13278860,20452784,4416354,3602468,1069,994,170,528063,25,139230,1598,1515,33,50,12558618,7488291,483884,955950,4071152,6390567,440,5604856,14984.0,421320,14399.0,4707.0,703.0,313412,545446,7940,3923,163181,146308,1.25,52.07,46.68,3923,1039,974,107314,3100,51728,9351,9710,1259,2367,12553,8660,9095,2412,4334,5738,492,36063,19036,1103,32795,31,2266074,73608,4,17,268,226,2814,1816,15815,13831,53418,44162,19,24,187,11,40,70,14419,6840,608700,452790,236000,227792.0,2161.0,2169.0,611.0,5173.0,1357.0,3806.0,,,17207.0,1803.0,,68018.0,1220369.0,349.0,106.0,1714739,1176795,97781,22091.0,2963.0,2800.0,2320.0
210,朝阳市,Chaoyang,336,336,112,27787,17748,2.99,19698,108974,59.0,18.0,5.18,1493.0,774.0,25.58,485.0,10328.0,18752.0,58051.0,46.18,39.0,95,100.0,8314297,28266,4,21.22,28.39,50.39,704168.0,2680958.0,4106.0,401693.0,363128.0,834856.0,1866.0,99045.0,18442158,14443005,11199420,763489,523902,135,127,128,103155,2,5886,264,246,11,7,3555387,,78032,235071,446398,4787932,103,5031114,750.0,21823,803.0,560.0,35.0,218402,416563,22475,740,49755,167907,0.34,22.78,76.88,740,2562,,25321,8980,12892,6384,5809,609,3388,20211,16776,1654,2031,2272,8623,12276,26759,20371,1425,56095,20,1164929,59534,1,13,165,438,477,1503,14054,13288,5635,20293,16,18,96,12,7,96,15540,7933,417344,441042,235342,8981.0,574.0,506.0,311.0,5356.0,1968.0,2043.0,,,5277.0,,,52360.0,174765.0,248.0,68.0,1004138,727560,65893,2084.0,813.0,2273.0,1600.0
211,张家口市,Zhangjiakou,465,228,194,39294,24935,3.08,36797,149100,96.0,26.0,2.2,3622.0,1051.0,39.98,1827.0,12994.0,22521.0,23701.0,48.09,31.0,96.92,98.95,15366202,34661,7.5,14.75,33.74,51.51,1568804.0,5602556.0,28555.0,783868.0,978875.0,2556065.0,16897.0,358845.0,37840431,23784666,28917650,,,263,248,111,35124,15,43955,371,345,9,17,8901429,,552750,334113,534010,7950923,166,2220748,,43000,2396.0,1346.0,107.0,325875,422901,36492,1643,71464,252768,0.5,21.93,77.57,1643,6280,,38124,12578,14482,10618,12401,3587,3782,17297,14938,7524,6294,6421,12605,3447,55117,27142,3153,83380,29,1984637,69520,5,45,154,508,2998,3353,16807,20448,58316,43577,22,30,157,9,10,125,20837,10301,1065760,,399139,27303.0,1993.0,981.0,1267.0,13296.0,4204.0,1510.0,,39,14773.0,,88.0,75418.0,269490.0,454.0,124.0,1654839,965797,129713,13743.0,7983.0,24249.0,5759.0
212,六盘水市,Liupanshui,349,345,105,85505,18408,19.25,9914,437700,54.0,25.0,11.44,5386.0,435.0,37.85,5342.0,108918.0,56312.0,26212.0,63.96,32.0,87.22,93.84,15256900,52059,8.8,9.7,48.63,41.67,1417256.0,3235131.0,61413.0,729453.0,222438.0,408766.0,17453.0,115935.0,12951400,6879700,12090800,,,193,170,88,68398,19,26135,427,421,3,3,7423900,12450700,232200,530500,561000,,219,3179382,,107456,1834.0,764.0,52.0,240374,277325,18968,428,101960,137986,0.18,42.42,57.4,428,67283,16669,20927,5675,8075,6914,3922,1418,1630,6787,4508,5304,2554,1932,7357,1457,42551,14209,1663,40288,20,1672488,84143,3,13,212,465,914,734,15286,15737,19723,18283,22,30,120,12,5,114,13370,5670,367459,321618,185153,526208.0,662.0,102.0,583.0,13466.0,1347.0,4596.0,24.0,43,12143.0,,63.0,32596.0,210900.0,341.0,53.0,922025,574517,96476,4934.0,2043.0,1225.0,82.0
213,商丘市,Shangqiu,999,993,301,141878,46367,9.56,10704,178733,140.0,42.0,7.79,2711.0,992.0,43.46,4011.0,6931.0,7266.0,5157.0,94.65,62.0,94.03,98.0,23890346,32673,8.7,15.98,41.34,42.68,1536592.0,5025683.0,70024.0,897283.0,619590.0,1496891.0,17059.0,261630.0,29222857,21811348,16203059,3399325,2736313,1210,1050,253,39624,7,38474,1368,1347,9,12,9432564,8040195,,,2641995,11214929,803,8056804,9318.0,214827,4214.0,2377.0,132.0,691667,763745,24589,1390,302405,387872,0.2,43.72,56.08,1390,18496,,158485,8099,117325,39053,25479,2492,7386,4270,1937,34615,12545,2517,8864,2046,90107,46437,2662,109399,63,3633974,57679,6,37,453,2039,5647,2517,36565,45497,104459,46218,49,81,103,14,4,82,26079,15046,576812,538773,370038,498559.0,1489.0,520.0,2316.0,8500.0,2854.0,7528.0,4.0,,18570.0,460.0,,110607.0,416156.0,674.0,164.0,1937560,1126291,184324,12175.0,2524.0,17650.0,16200.0
214,玉林市,Yulin,733,728,209,144121,38121,14.47,12824,1015900,74.0,27.0,5.85,3063.0,1065.0,39.41,2263.0,2549.0,9756.0,7470.0,29.02,39.0,98.07,100.0,16154571,27708,7.24,17.11,34.5,48.38,1061270.0,3679579.0,18421.0,877476.0,489500.0,1249038.0,10259.0,217661.0,20595245,14943711,14121957,2537976,1964715,609,578,128,91472,15,5059,584,527,44,13,4955096,,59892,259175,675951,3893555,290,3768837,3522.0,78683,3905.0,1749.0,288.0,285848,794989,10351,4859,86212,194777,1.7,30.16,68.14,4859,30,30,43527,5301,37354,7226,6608,1786,3204,8878,5788,5429,5352,4611,5801,240,72361,32274,1820,39187,26,1740540,65810,1,22,271,1281,955,1999,25941,32456,17481,49690,43,67,193,4,,51,17121,9636,568715,384247,173268,122818.0,1233.0,837.0,260.0,2625.0,699.0,2843.0,,,24150.0,141.0,,96386.0,310037.0,497.0,365.0,897515,405350,130524,3687.0,1758.0,20800.0,18800.0
215,衡水市,Hcngshui,456,455,158,45099,13567,6.92,8837,48900,71.0,27.0,4.67,3740.0,790.0,40.33,741.0,4238.0,6921.0,3527.0,78.29,61.0,98.13,100.0,15586909,34898,6.9,12.86,41.02,46.12,1149935.0,3592082.0,45227.0,602075.0,595906.0,1240733.0,28379.0,209071.0,31437628,23090921,19031347,,,434,400,69,183545,9,29429,1004,970,13,21,8398508,6714922,98894,260385,715453,7906007,353,4216872,,105000,3852.0,2587.0,131.0,233148,377401,23078,963,55188,176997,0.41,23.67,75.92,963,,,26533,12077,16578,13040,9420,1388,3692,16669,13747,1111,1662,1700,7673,706,48685,20637,2114,48500,22,1363380,62877,2,34,170,600,1036,2698,23533,22174,18971,31951,35,36,84,4,9,144,16527,11656,558621,371854,191104,89956.0,1005.0,610.0,895.0,6782.0,1461.0,1369.0,,,5638.0,,,111682.0,188129.0,462.0,127.0,1527562,896241,102112,12213.0,4961.0,3635.0,3631.0
216,乐山市,Leshan,351,351,127,32670,32680,,12723,1527800,74.0,24.0,2.95,3727.0,805.0,40.37,4450.0,19971.0,27274.0,21215.0,67.2,47.0,90.23,100.0,16150949,49397,8.69,10.27,44.69,45.04,1099199.0,3028632.0,10085.0,434526.0,648505.0,1430625.0,7732.0,167185.0,22175478,15742955,15588829,1949096,1455110,478,390,90,157300,4,5765,625,611,9,5,6980126,11828835,117277,367295,1186277,6672670,258,3367833,4856.0,152034,2536.0,1401.0,118.0,240482,315800,22742,1228,94792,144462,0.51,39.42,60.07,1228,5296,1834,37228,7945,44323,7401,7603,2517,2525,8811,7388,7078,3573,1863,5896,1020,31025,18325,908,45917,21,1603841,76092,3,19,192,227,2626,1444,11017,9816,51669,31399,12,18,100,4,12,102,17644,7807,652694,576529,232693,107718.0,1106.0,806.0,564.0,9613.0,1015.0,3468.0,240.0,,14499.0,245.0,,53585.0,255180.0,391.0,108.0,1945383,1539449,108379,37921.0,8828.0,140.0,15.0
217,韶关市,Shaoguan,337,336,105,52911,15202,11.2,18413,1756000,113.0,42.0,3.94,4513.0,895.0,46.64,7313.0,10925.0,17222.0,19169.0,63.56,30.0,91.72,100.0,13439110,44971,4.3,11.61,33.51,54.89,947030.0,3392688.0,45974.0,567878.0,578105.0,1333135.0,24380.0,192850.0,18497562,11950810,9563329,1989584,1565118,458,427,174,840000,376,7352,446,385,45,16,6176499,10327889,390810,423192,905454,7515875,508,5562406,6967.0,157829,7340.0,3808.0,166.0,312733,315037,12938,1168,136772,174793,0.37,43.73,55.89,1168,4154,1570,71766,7407,53445,12841,8172,3759,2473,16544,11834,7085,4409,3394,4985,2901,34190,23983,1949,48108,30,2233434,75531,2,14,148,196,1668,1504,12478,14024,36264,25979,16,25,209,9,43,54,13500,7385,784726,603038,319198,348330.0,829.0,639.0,623.0,7624.0,472.0,5558.0,,,15816.0,5062.0,,67089.0,209151.0,325.0,221.0,1333393,897219,95593,5241.0,1958.0,14501.0,10240.0
218,芜湖市,Wuhu,389,388,130,43815,26044,4.57,6026,343000,174.0,40.0,11.67,7297.0,1985.0,42.18,3765.0,13128.0,36699.0,26815.0,73.67,49.0,93.43,100.0,32785317,88085,8.35,4.06,52.18,43.77,3181152.0,4570422.0,598199.0,743925.0,2131478.0,2694315.0,550005.0,398645.0,36919928,17426695,34081009,4932473,3623068,815,768,111,1623727,30,291642,1872,1765,46,61,28477677,12041825,932393,1640867,3490083,10282625,836,16507836,31191.0,984942,36205.0,10781.0,2816.0,529334,653429,16745,258,308978,220098,0.05,58.37,41.58,258,291,32,205525,4129,99033,28355,29590,4778,5532,18061,15180,14646,9009,5642,2592,685,40897,22812,3213,34286,49,3467973,71364,9,23,215,288,6947,1681,13087,11757,133672,54605,16,19,249,13,46,81,18133,8885,986900,778616,448700,387617.0,3655.0,2951.0,1359.0,13963.0,3700.0,2456.0,3.0,,7998.0,21009.0,,181561.0,295282.0,371.0,124.0,1928581,1385704,104070,36617.0,8691.0,30000.0,25600.0
219,宜春市,Yichun,605,603,191,78662,21074,9.52,18669,1410000,88.0,22.0,3.47,3755.0,1074.0,44.96,3517.0,25284.0,58888.0,43129.0,99.6,40.0,93.47,100.0,21808544,39199,8.1,12.34,44.82,42.83,2364213.0,5233948.0,217359.0,997976.0,202851.0,656002.0,13539.0,90811.0,32611300,18794700,23189000,1923890,1568900,527,469,90,295840,20,84471,1664,1594,41,29,11368098,,309894,826274,2797412,6760270,487,6152300,10084.0,1579,7450.0,3834.0,218.0,441388,1495236,30448,3506,210327,227555,0.79,47.65,51.55,3506,8718,1107,141979,4363,55267,18594,11501,2611,3462,19285,16364,4733,1600,2271,7858,270,61236,30427,1784,61923,41,2505518,60751,5,29,253,840,2608,1058,21391,27198,47867,27424,36,50,48,11,42,50,16100,8599,939617,476117,270113,1150036.0,1745.0,1137.0,407.0,6018.0,502.0,6286.0,2.0,64,24073.0,2647.0,410.0,76040.0,289566.0,482.0,130.0,1937509,1392014,116238,11748.0,1847.0,16873.0,10098.0
220,潍坊市,Weifang,914,911,289,136617,62100,8.15,16143,498455,202.0,70.0,7.63,11093.0,2760.0,41.91,,,,,,,97.22,100.0,61567800,65721,6.5,8.31,44.54,47.15,5697988.0,7334934.0,201010.0,1782993.0,2047853.0,2705080.0,134136.0,488120.0,78438404,46741294,57215640,6502082,5369701,1400,1261,319,5871277,60,131917,3499,3243,89,167,46865745,21559305,1181541,1821308,4112987,27027356,1044,28442219,34231.0,1220245,23115.0,12765.0,1612.0,870440,652930,39562,585,420496,449359,0.07,48.31,51.62,585,1273,750,321263,10218,87742,39402,20903,7594,11599,18041,12374,17566,9918,7880,57788,403,105642,61281,2962,88380,87,5487736,70054,15,33,345,747,10067,4666,43045,39656,184721,75200,46,58,453,50,7,210,42564,27158,1998199,1751308,1011792,251171.0,4274.0,2507.0,1702.0,11627.0,2292.0,6089.0,,73,29334.0,564.0,24101.0,84439.0,599592.0,998.0,250.0,5362400,3976500,343800,37020.0,8385.0,10200.0,10200.0
221,上饶市,Shangrao,789,786,226,112820,23108,11.37,22757,2115000,80.0,30.0,4.52,3633.0,1183.0,,6014.0,13833.0,15591.0,24937.0,11.8,36.0,87.95,100.0,22174758,32555,9,11.41,46.51,42.08,2228315.0,6222704.0,92638.0,1142953.0,803327.0,1729597.0,30635.0,294508.0,35735598,21062948,26733860,1803744,1278425,564,464,140,280177,26,124907,1430,1402,20,8,10591312,8904953,192543,568799,1898695,8259941,587,4560030,,185600,6995.0,4221.0,83.0,395695,836590,25433,2833,150575,242287,0.72,38.05,61.23,2833,2808,195,64735,2986,80046,11232,6998,3232,3738,16735,14080,6557,7241,2248,3921,457,73994,32232,2797,70905,36,2322414,64315,4,41,463,1641,1792,1170,32277,32838,32500,43430,49,64,164,19,50,148,25879,11032,1153843,512306,300097,179433.0,1693.0,1290.0,350.0,5412.0,511.0,7534.0,33.0,38,27795.0,854.0,121.0,104900.0,345065.0,557.0,149.0,1579232,956415,148099,4019.0,1122.0,20420.0,13808.0
222,张掖市,Zhangye,131,131,46,15220,8972,4.77,38592,,22.0,8.0,0.6,2198.0,1285.0,38.91,442.0,5438.0,4251.0,2496.0,80.02,40.0,96.67,100.0,4077067,33105,5.81,21.86,22.27,55.87,278425.0,1610043.0,7319.0,230195.0,94488.0,432610.0,635.0,69733.0,6706402,4587064,6320404,582419,395497,119,108,128,133,1,40,204,200,,4,1405662,2844938,20689,42403,59269,1760465,123,955378,2275.0,51461,4344.0,1802.0,247.0,103324,95123,28140,2624,24969,75731,2.54,24.17,73.29,2624,3324,,7713,4536,9396,2903,2662,1155,1186,3052,1945,1952,995,3331,4767,23,16707,7526,1570,27902,9,643278,75492,1,10,66,203,941,756,5103,6050,18947,9972,6,8,76,7,16,45,6109,3528,183210,130146,82520,12345.0,358.0,315.0,220.0,1701.0,1230.0,1587.0,,18,2572.0,,160.0,7787.0,73508.0,153.0,48.0,459497,230102,23514,3347.0,1451.0,3200.0,2901.0
223,河池市,Hechi,433,431,125,70103,26481,10.08,33476,2442825,43.0,9.0,0.69,1278.0,379.0,33.63,2727.0,7299.0,4583.0,6447.0,46.39,31.0,88.41,100.0,7882999,22302,6.37,20.41,31.69,47.9,399278.0,3522435.0,11294.0,607146.0,154442.0,807797.0,3552.0,141793.0,11700434,7757238,7220512,399183,306056,142,127,83,230579,3,52,175,170,3,2,2731270,,28442,192161,347796,3302196,153,2076626,908.0,33779,1387.0,560.0,103.0,188437,284384,9776,3015,34848,150574,1.6,18.49,79.91,3015,5477,4095,16071,5833,7467,6897,7527,1648,1645,7301,5285,1577,3230,1206,3136,71,43406,24037,913,47980,17,1210692,71345,2,15,185,692,894,1058,12940,20571,22439,34115,25,37,130,13,15,36,12359,6594,262900,307417,138153,45822.0,831.0,833.0,347.0,3134.0,475.0,3340.0,12.0,2,7389.0,20.0,,43483.0,203331.0,344.0,75.0,757873,425839,94393,413.0,322.0,7587.0,6909.0
224,钦州市,Qinzhou,415,413,100,74128,15305,14.16,12187,838000,90.0,18.0,1.86,11163.0,471.0,39.09,2231.0,3235.0,4989.0,2432.0,97.57,32.0,85,99.26,12919647,39243,5.96,18.99,41.27,39.75,541031.0,2227330.0,12985.0,535609.0,418405.0,1224361.0,10377.0,272355.0,10665089,7228164,7394919,1059553,796874,306,286,119,1684943,8,8237,343,317,20,6,4300326,5359771,657119,195189,448155,4433385,192,2889272,1619.0,57802,1479.0,909.0,96.0,190924,337491,9383,2139,67140,121645,1.12,35.17,63.71,2139,431,431,19264,2586,44859,4886,5903,995,1512,4366,2459,2527,1828,2148,2929,140,42779,21669,612,29351,18,1128155,61666,2,9,130,1003,1173,1109,13457,20120,21168,29848,23,38,317,4,16,26,9762,5653,190300,220000,100700,254475.0,1421.0,1003.0,264.0,1568.0,322.0,1447.0,,,12510.0,2409.0,,47013.0,176386.0,283.0,66.0,900968,600760,92266,2679.0,1096.0,11591.0,11269.0
225,漳州市,Zhangzhou,521,518,145,91752,22888,13.21,12888,1042300,67.0,23.0,17.77,2830.0,837.0,45.45,93814.0,11421.0,16420.0,8486.0,96.6,25.0,93.04,99.64,39476347,77102,8.7,11.11,47.81,41.08,2187488.0,4298509.0,49913.0,835485.0,808663.0,1200089.0,18282.0,213764.0,29454758,15799607,26109654,7127237,5458727,864,697,262,1600634,120,82305,2269,1789,334,146,18969238,10256564,221748,1214589,5404851,11116033,1166,14646898,22771.0,577402,12565.0,8212.0,321.0,606373,697080,14066,13030,347616,245727,2.15,57.33,40.52,13030,233,,235495,4679,107209,18756,9015,5597,5575,21904,19278,19292,15191,3630,4953,1553,58201,26306,2426,53328,49,3759285,76377,7,16,207,848,4046,1247,20813,21149,74723,25512,25,37,174,14,19,82,18571,11241,790508,743154,413686,162214.0,1385.0,900.0,714.0,4700.0,928.0,1833.0,204.0,,7790.0,529.0,,155238.0,418339.0,499.0,171.0,2481094,1486554,212362,7079.0,852.0,14451.0,11557.0
226,柳州市,Liuzhou,390,389,115,55205,21155,8.72,18597,1317000,232.0,63.0,6.53,9581.0,2578.0,43.97,4365.0,12406.0,28347.0,62041.0,93.66,41.0,72.84,99.89,30536457,75945,6.37,6.39,52.68,40.93,1937816.0,4244314.0,38768.0,733122.0,1702590.0,2754794.0,32725.0,464968.0,37846557,16210051,29381593,4400652,3098361,637,575,78,1127617,18,80442,876,837,14,25,19248918,,1085015,1008472,2303206,12665810,462,12877554,13827.0,381625,7693.0,3687.0,700.0,584169,787124,27074,3912,345462,234795,0.67,59.14,40.19,3912,81,81,134904,3815,206662,17217,13683,4175,2401,11771,10371,9792,17860,6983,11466,558,50217,34891,3345,50436,54,3890078,72014,6,26,155,335,4245,2962,14159,17330,87586,76202,22,31,205,59,16,64,18545,10946,1105266,881277,452184,1666656.0,2958.0,1756.0,1274.0,17541.0,2398.0,2073.0,22.0,135,15195.0,794.0,5848.0,79428.0,343096.0,477.0,129.0,1877710,1271271,233383,14335.0,6724.0,32902.0,21505.0
227,固原市,Guyuan,151,151,46,23588,8551,9.97,13047,,39.0,10.0,0.87,1643.0,715.0,36.45,106.0,5197.0,2278.0,1334.0,77.19,33.0,91.82,87.95,3031944,24544,6.6,19.07,27.89,53.04,172600.0,2405892.0,10375.0,350101.0,19625.0,420436.0,435.0,73102.0,4969699,2706183,3868021,527012,344663,13,11,60,,,,33,32,,1,371528,1162764,17347,22586,130036,737312,23,462713,311.0,5482,366.0,118.0,8.0,70161,87216,3403,1044,10408,58709,1.49,14.83,83.68,1044,3273,262,1708,719,4708,1456,3073,678,870,2326,1059,274,2026,1577,2360,19,19801,6859,572,16818,6,510641,86891,1,5,69,442,402,690,7306,8269,7868,10722,9,12,66,7,6,13,5572,2670,93467,88344,66189,4181.0,1058.0,380.0,410.0,2743.0,3285.0,811.0,,23,5569.0,,21.0,11617.0,27899.0,123.0,27.0,322424,221200,19378,3090.0,875.0,820.0,811.0
